Campus,Site,Region,State,SaleDate,MealType,MenuItem,FreeCount,ReducedCount,PaidCount,TotalMealCount,EntryMethod
IDEA Burke,Academy,WSAR,TX,4/19/24,Breakfast,AC Breakfast,523,0,0,523,Bulk
IDEA Burke,Academy,WSAR,TX,4/19/24,CACFP Supper,Supper,48,4,74,126,Individual
IDEA Burke,Academy,WSAR,TX,4/19/24,Lunch,AC Lunch,589,0,0,589,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/15/24,Breakfast,CP Breakfast,336,0,0,336,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/15/24,CACFP Supper,Supper,16,0,20,36,Individual
IDEA Burke,College Preparatory,WSAR,TX,4/15/24,Lunch,CP Lunch,379,0,0,379,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/16/24,Breakfast,CP Breakfast,333,0,0,333,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/16/24,CACFP Supper,Supper,15,1,16,32,Individual
IDEA Burke,College Preparatory,WSAR,TX,4/16/24,Lunch,CP Lunch,355,0,0,355,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/17/24,Breakfast,CP Breakfast,328,0,0,328,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/17/24,CACFP Supper,Supper,13,1,18,32,Individual
IDEA Burke,College Preparatory,WSAR,TX,4/17/24,Lunch,CP Lunch,324,0,0,324,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/18/24,Breakfast,CP Breakfast,312,0,0,312,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/18/24,CACFP Supper,Supper,12,1,12,25,Individual
IDEA Burke,College Preparatory,WSAR,TX,4/18/24,Lunch,CP Lunch,386,0,0,386,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/19/24,Breakfast,CP Breakfast,349,0,0,349,Bulk
IDEA Burke,College Preparatory,WSAR,TX,4/19/24,CACFP Supper,Supper,11,1,15,27,Individual
IDEA Burke,College Preparatory,WSAR,TX,4/19/24,Lunch,CP Lunch,345,0,0,345,Bulk
IDEA Carver,Academy,ESAR,TX,4/15/24,Breakfast,AC Breakfast,406,0,0,406,Bulk
IDEA Carver,Academy,ESAR,TX,4/15/24,CACFP Supper,Supper,108,7,47,162,Individual
IDEA Carver,Academy,ESAR,TX,4/15/24,Lunch,AC Lunch,432,0,0,432,Bulk
IDEA Carver,Academy,ESAR,TX,4/16/24,Breakfast,AC Breakfast,403,0,0,403,Bulk
IDEA Carver,Academy,ESAR,TX,4/16/24,CACFP Supper,Supper,108,7,50,165,Individual
IDEA Carver,Academy,ESAR,TX,4/16/24,Lunch,AC Lunch,439,0,0,439,Bulk
IDEA Carver,Academy,ESAR,TX,4/17/24,Breakfast,AC Breakfast,407,0,0,407,Bulk
IDEA Carver,Academy,ESAR,TX,4/17/24,CACFP Supper,Supper,106,7,52,165,Individual
IDEA Carver,Academy,ESAR,TX,4/17/24,Lunch,AC Lunch,390,0,0,390,Bulk
IDEA Carver,Academy,ESAR,TX,4/18/24,Breakfast,AC Breakfast,405,0,0,405,Bulk
IDEA Carver,Academy,ESAR,TX,4/18/24,CACFP Supper,Supper,108,5,52,165,Individual
IDEA Carver,Academy,ESAR,TX,4/18/24,Lunch,AC Lunch,442,0,0,442,Bulk
IDEA Carver,Academy,ESAR,TX,4/19/24,Breakfast,AC Breakfast,395,0,0,395,Bulk
IDEA Carver,Academy,ESAR,TX,4/19/24,CACFP Supper,Supper,102,6,45,153,Individual
IDEA Carver,Academy,ESAR,TX,4/19/24,Lunch,AC Lunch,414,0,0,414,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/15/24,Breakfast,CP Breakfast,395,0,0,395,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/15/24,Lunch,CP Lunch,467,0,0,467,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/16/24,Breakfast,CP Breakfast,406,0,0,406,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/16/24,Lunch,CP Lunch,474,0,0,474,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/17/24,Breakfast,CP Breakfast,401,0,0,401,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/17/24,Lunch,CP Lunch,455,0,0,455,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/18/24,Breakfast,CP Breakfast,408,0,0,408,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/18/24,Lunch,CP Lunch,493,0,0,493,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/19/24,Breakfast,CP Breakfast,401,0,0,401,Bulk
IDEA Carver,College Preparatory,ESAR,TX,4/19/24,Lunch,CP Lunch,467,0,0,467,Bulk
IDEA Converse,Academy,ESAR,TX,4/15/24,Breakfast,AC Breakfast,405,0,0,405,Bulk
IDEA Converse,Academy,ESAR,TX,4/15/24,CACFP Supper,Supper,85,8,107,200,Individual
IDEA Converse,Academy,ESAR,TX,4/15/24,Lunch,AC Lunch,471,0,0,471,Bulk
IDEA Converse,Academy,ESAR,TX,4/16/24,Breakfast,AC Breakfast,377,0,0,377,Bulk
IDEA Converse,Academy,ESAR,TX,4/16/24,CACFP Supper,Supper,79,8,110,197,Individual
IDEA Converse,Academy,ESAR,TX,4/16/24,Lunch,AC Lunch,434,0,0,434,Bulk
IDEA Converse,Academy,ESAR,TX,4/17/24,Breakfast,AC Breakfast,413,0,0,413,Bulk
IDEA Converse,Academy,ESAR,TX,4/17/24,CACFP Supper,Supper,83,8,108,199,Individual
IDEA Converse,Academy,ESAR,TX,4/17/24,Lunch,AC Lunch,444,0,0,444,Bulk
IDEA Converse,Academy,ESAR,TX,4/18/24,Breakfast,AC Breakfast,404,0,0,404,Bulk
IDEA Converse,Academy,ESAR,TX,4/18/24,CACFP Supper,Supper,83,6,110,199,Individual
IDEA Converse,Academy,ESAR,TX,4/18/24,Lunch,AC Lunch,483,0,0,483,Bulk
IDEA Converse,Academy,ESAR,TX,4/19/24,Breakfast,AC Breakfast,390,0,0,390,Bulk
IDEA Converse,Academy,ESAR,TX,4/19/24,CACFP Supper,Supper,80,6,102,188,Individual
IDEA Converse,Academy,ESAR,TX,4/19/24,Lunch,AC Lunch,471,0,0,471,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/15/24,Breakfast,CP Breakfast,185,0,0,185,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/15/24,Lunch,CP Lunch,297,0,0,297,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/16/24,Breakfast,CP Breakfast,163,0,0,163,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/16/24,CACFP Supper,Supper,0,0,1,1,Individual
IDEA Converse,College Preparatory,ESAR,TX,4/16/24,Lunch,CP Lunch,309,0,0,309,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/17/24,Breakfast,CP Breakfast,181,0,0,181,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/17/24,Lunch,CP Lunch,256,0,0,256,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/18/24,Breakfast,CP Breakfast,198,0,0,198,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/18/24,CACFP Supper,Supper,1,0,0,1,Individual
IDEA Converse,College Preparatory,ESAR,TX,4/18/24,Lunch,CP Lunch,288,0,0,288,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/19/24,Breakfast,CP Breakfast,187,0,0,187,Bulk
IDEA Converse,College Preparatory,ESAR,TX,4/19/24,CACFP Supper,Supper,0,0,1,1,Individual
IDEA Converse,College Preparatory,ESAR,TX,4/19/24,Lunch,CP Lunch,268,0,0,268,Bulk
IDEA Donna,Academy,MRGV,TX,4/15/24,Breakfast,AC Breakfast,531,0,0,531,Bulk
IDEA Donna,Academy,MRGV,TX,4/15/24,CACFP Supper,AC Supper,18,0,0,18,Bulk
IDEA Donna,Academy,MRGV,TX,4/15/24,CACFP Supper,Supper,13,0,9,22,Individual
IDEA Donna,Academy,MRGV,TX,4/15/24,Lunch,AC Lunch,655,0,0,655,Bulk
IDEA Donna,Academy,MRGV,TX,4/16/24,Breakfast,AC Breakfast,592,0,0,592,Bulk
IDEA Donna,Academy,MRGV,TX,4/16/24,CACFP Supper,AC Supper,12,0,0,12,Bulk
IDEA Donna,Academy,MRGV,TX,4/16/24,CACFP Supper,Supper,26,1,11,38,Individual
IDEA Donna,Academy,MRGV,TX,4/16/24,Lunch,AC Lunch,712,0,0,712,Bulk
IDEA Donna,Academy,MRGV,TX,4/17/24,Breakfast,AC Breakfast,575,0,0,575,Bulk
IDEA Donna,Academy,MRGV,TX,4/17/24,CACFP Supper,AC Supper,19,0,0,19,Bulk
IDEA Donna,Academy,MRGV,TX,4/17/24,CACFP Supper,Supper,14,1,12,27,Individual
IDEA Donna,Academy,MRGV,TX,4/17/24,Lunch,AC Lunch,663,0,0,663,Bulk
IDEA Donna,Academy,MRGV,TX,4/18/24,Breakfast,AC Breakfast,562,0,0,562,Bulk
IDEA Donna,Academy,MRGV,TX,4/18/24,CACFP Supper,AC Supper,19,0,0,19,Bulk
IDEA Donna,Academy,MRGV,TX,4/18/24,CACFP Supper,Supper,22,1,11,34,Individual
IDEA Donna,Academy,MRGV,TX,4/18/24,Lunch,AC Lunch,678,0,0,678,Bulk
IDEA Donna,Academy,MRGV,TX,4/19/24,Breakfast,AC Breakfast,568,0,0,568,Bulk
IDEA Donna,Academy,MRGV,TX,4/19/24,CACFP Supper,AC Supper,19,0,0,19,Bulk
IDEA Donna,Academy,MRGV,TX,4/19/24,CACFP Supper,Supper,11,0,10,21,Individual
IDEA Donna,Academy,MRGV,TX,4/19/24,Lunch,AC Lunch,662,0,0,662,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/15/24,Breakfast,CP Breakfast,518,0,0,518,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/15/24,CACFP Supper,CP Supper,12,0,0,12,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/15/24,CACFP Supper,Supper,84,3,53,140,Individual
IDEA Donna,College Preparatory,MRGV,TX,4/15/24,Lunch,CP Lunch,587,0,0,587,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/16/24,Breakfast,CP Breakfast,530,0,0,530,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/16/24,CACFP Supper,CP Supper,11,0,0,11,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/16/24,CACFP Supper,Supper,10,1,9,20,Individual
IDEA Donna,College Preparatory,MRGV,TX,4/16/24,Lunch,CP Lunch,669,0,0,669,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/17/24,Breakfast,CP Breakfast,543,0,0,543,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/17/24,CACFP Supper,CP Supper,11,0,0,11,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/17/24,CACFP Supper,Supper,68,2,35,105,Individual
IDEA Donna,College Preparatory,MRGV,TX,4/17/24,Lunch,CP Lunch,609,0,0,609,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/18/24,Breakfast,CP Breakfast,557,0,0,557,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/18/24,CACFP Supper,CP Supper,12,0,0,12,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/18/24,CACFP Supper,Supper,77,2,46,125,Individual
IDEA Donna,College Preparatory,MRGV,TX,4/18/24,Lunch,CP Lunch,619,0,0,619,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/19/24,Breakfast,CP Breakfast,556,0,0,556,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/19/24,CACFP Supper,CP Supper,10,0,0,10,Bulk
IDEA Donna,College Preparatory,MRGV,TX,4/19/24,CACFP Supper,Supper,73,2,51,126,Individual
IDEA Donna,College Preparatory,MRGV,TX,4/19/24,Lunch,CP Lunch,643,0,0,643,Bulk
IDEA Eastside,Academy,ESAR,TX,4/15/24,Breakfast,AC Breakfast,323,0,0,323,Bulk
IDEA Eastside,Academy,ESAR,TX,4/15/24,CACFP Supper,Supper,46,1,10,57,Individual
IDEA Eastside,Academy,ESAR,TX,4/15/24,Lunch,AC Lunch,359,0,0,359,Bulk
IDEA Eastside,Academy,ESAR,TX,4/16/24,Breakfast,AC Breakfast,332,0,0,332,Bulk
IDEA Eastside,Academy,ESAR,TX,4/16/24,CACFP Supper,Supper,46,1,13,60,Individual
IDEA Eastside,Academy,ESAR,TX,4/16/24,Lunch,AC Lunch,362,0,0,362,Bulk
IDEA Eastside,Academy,ESAR,TX,4/17/24,Breakfast,AC Breakfast,339,0,0,339,Bulk
IDEA Eastside,Academy,ESAR,TX,4/17/24,CACFP Supper,Supper,43,1,12,56,Individual
IDEA Eastside,Academy,ESAR,TX,4/17/24,Lunch,AC Lunch,343,0,0,343,Bulk
IDEA Eastside,Academy,ESAR,TX,4/18/24,Breakfast,AC Breakfast,330,0,0,330,Bulk
IDEA Eastside,Academy,ESAR,TX,4/18/24,CACFP Supper,Supper,49,2,12,63,Individual
IDEA Eastside,Academy,ESAR,TX,4/18/24,Lunch,AC Lunch,362,0,0,362,Bulk
IDEA Eastside,Academy,ESAR,TX,4/19/24,Breakfast,AC Breakfast,293,0,0,293,Bulk
IDEA Eastside,Academy,ESAR,TX,4/19/24,CACFP Supper,Supper,43,2,12,57,Individual
IDEA Eastside,Academy,ESAR,TX,4/19/24,Lunch,AC Lunch,330,0,0,330,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/15/24,Breakfast,CP Breakfast,335,0,0,335,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/15/24,Lunch,CP Lunch,348,0,0,348,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/16/24,Breakfast,CP Breakfast,305,0,0,305,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/16/24,Lunch,CP Lunch,326,0,0,326,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/17/24,Breakfast,CP Breakfast,312,0,0,312,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/17/24,Lunch,CP Lunch,393,0,0,393,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/18/24,Breakfast,CP Breakfast,330,0,0,330,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/18/24,Lunch,CP Lunch,388,0,0,388,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/19/24,Breakfast,CP Breakfast,279,0,0,279,Bulk
IDEA Eastside,College Preparatory,ESAR,TX,4/19/24,Lunch,CP Lunch,330,0,0,330,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/15/24,Breakfast,AC Breakfast,422,0,0,422,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/15/24,CACFP Supper,AC Supper,252,0,0,252,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/15/24,Lunch,AC Lunch,498,0,0,498,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/16/24,Breakfast,AC Breakfast,398,0,0,398,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/16/24,Lunch,AC Lunch,519,0,0,519,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/17/24,Breakfast,AC Breakfast,364,0,0,364,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/17/24,CACFP Supper,AC Supper,272,0,0,272,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/17/24,Lunch,AC Lunch,504,0,0,504,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/18/24,Breakfast,AC Breakfast,420,0,0,420,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/18/24,CACFP Supper,AC Supper,234,0,0,234,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/18/24,Lunch,AC Lunch,534,0,0,534,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/19/24,Breakfast,AC Breakfast,437,0,0,437,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/19/24,CACFP Supper,AC Supper,229,0,0,229,Bulk
IDEA Edgecliff,Academy,TRCR,TX,4/19/24,Lunch,AC Lunch,569,0,0,569,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/15/24,Breakfast,CP Breakfast,256,0,0,256,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/15/24,CACFP Supper,CP Supper,12,0,0,12,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/15/24,Lunch,CP Lunch,395,0,0,395,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/16/24,Breakfast,CP Breakfast,306,0,0,306,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/16/24,CACFP Supper,CP Supper,17,0,0,17,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/16/24,Lunch,CP Lunch,419,0,0,419,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/17/24,Breakfast,CP Breakfast,297,0,0,297,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/17/24,CACFP Supper,CP Supper,22,0,0,22,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/17/24,Lunch,CP Lunch,360,0,0,360,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/18/24,Breakfast,CP Breakfast,261,0,0,261,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/18/24,CACFP Supper,CP Supper,14,0,0,14,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/18/24,Lunch,CP Lunch,394,0,0,394,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/19/24,Breakfast,CP Breakfast,298,0,0,298,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/19/24,CACFP Supper,CP Supper,10,0,0,10,Bulk
IDEA Edgecliff,College Preparatory,TRCR,TX,4/19/24,Lunch,CP Lunch,406,0,0,406,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/15/24,Breakfast,AC Breakfast,724,0,0,724,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/15/24,CACFP Supper,Supper,143,13,110,266,Individual
IDEA Edgemere,Academy,ELPR,TX,4/15/24,Lunch,AC Lunch,612,0,0,612,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/16/24,Breakfast,AC Breakfast,614,0,0,614,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/16/24,CACFP Supper,Supper,156,10,115,281,Individual
IDEA Edgemere,Academy,ELPR,TX,4/16/24,Lunch,AC Lunch,555,0,0,555,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/17/24,Breakfast,AC Breakfast,570,0,0,570,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/17/24,CACFP Supper,Supper,151,10,110,271,Individual
IDEA Edgemere,Academy,ELPR,TX,4/17/24,Lunch,AC Lunch,613,0,0,613,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/18/24,Breakfast,AC Breakfast,557,0,0,557,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/18/24,CACFP Supper,Supper,146,10,134,290,Individual
IDEA Edgemere,Academy,ELPR,TX,4/18/24,Lunch,AC Lunch,598,0,0,598,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/19/24,Breakfast,AC Breakfast,534,0,0,534,Bulk
IDEA Edgemere,Academy,ELPR,TX,4/19/24,CACFP Supper,Supper,138,10,116,264,Individual
IDEA Edgemere,Academy,ELPR,TX,4/19/24,Lunch,AC Lunch,647,0,0,647,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/15/24,Breakfast,CP Breakfast,243,0,0,243,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/15/24,CACFP Supper,Supper,0,0,1,1,Individual
IDEA Edgemere,College Preparatory,ELPR,TX,4/15/24,Lunch,CP Lunch,403,0,0,403,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/16/24,Breakfast,CP Breakfast,364,0,0,364,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/16/24,CACFP Supper,Supper,1,0,1,2,Individual
IDEA Edgemere,College Preparatory,ELPR,TX,4/16/24,Lunch,CP Lunch,388,0,0,388,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/17/24,Breakfast,CP Breakfast,345,0,0,345,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/17/24,CACFP Supper,Supper,4,0,1,5,Individual
IDEA Edgemere,College Preparatory,ELPR,TX,4/17/24,Lunch,CP Lunch,404,0,0,404,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/18/24,Breakfast,CP Breakfast,327,0,0,327,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/18/24,CACFP Supper,Supper,0,0,2,2,Individual
IDEA Edgemere,College Preparatory,ELPR,TX,4/18/24,Lunch,CP Lunch,432,0,0,432,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/19/24,Breakfast,CP Breakfast,335,0,0,335,Bulk
IDEA Edgemere,College Preparatory,ELPR,TX,4/19/24,CACFP Supper,Supper,0,0,2,2,Individual
IDEA Edgemere,College Preparatory,ELPR,TX,4/19/24,Lunch,CP Lunch,422,0,0,422,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/15/24,Breakfast,AC Breakfast,483,0,0,483,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/15/24,CACFP Supper,AC Supper,117,0,0,117,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/15/24,Lunch,AC Lunch,664,0,0,664,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/16/24,Breakfast,AC Breakfast,510,0,0,510,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/16/24,CACFP Supper,AC Supper,160,0,0,160,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/16/24,Lunch,AC Lunch,668,0,0,668,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/17/24,Breakfast,AC Breakfast,510,0,0,510,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/17/24,CACFP Supper,AC Supper,147,0,0,147,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/17/24,Lunch,AC Lunch,607,0,0,607,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/18/24,Breakfast,AC Breakfast,490,0,0,490,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/18/24,CACFP Supper,AC Supper,147,0,0,147,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/18/24,Lunch,AC Lunch,659,0,0,659,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/19/24,Breakfast,AC Breakfast,486,0,0,486,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/19/24,CACFP Supper,AC Supper,102,0,0,102,Bulk
IDEA Edinburg,Academy,MRGV,TX,4/19/24,Lunch,AC Lunch,532,0,0,532,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/15/24,Breakfast,CP Breakfast,550,0,0,550,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/15/24,CACFP Supper,CP Supper,59,0,0,59,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/15/24,Lunch,CP Lunch,552,0,0,552,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/16/24,Breakfast,CP Breakfast,551,0,0,551,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/16/24,CACFP Supper,CP Supper,61,0,0,61,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/16/24,Lunch,CP Lunch,556,0,0,556,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/17/24,Breakfast,CP Breakfast,562,0,0,562,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/17/24,CACFP Supper,CP Supper,67,0,0,67,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/17/24,Lunch,CP Lunch,579,0,0,579,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/18/24,Breakfast,CP Breakfast,514,0,0,514,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/18/24,CACFP Supper,CP Supper,71,0,0,71,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/18/24,Lunch,CP Lunch,594,0,0,594,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/19/24,Breakfast,CP Breakfast,512,0,0,512,Bulk
IDEA Edinburg,College Preparatory,MRGV,TX,4/19/24,Lunch,CP Lunch,522,0,0,522,Bulk
IDEA Elsa,Academy,MRGV,TX,4/15/24,Breakfast,AC Breakfast,430,0,0,430,Bulk
IDEA Elsa,Academy,MRGV,TX,4/15/24,CACFP Supper,AC Supper,358,0,0,358,Bulk
IDEA Elsa,Academy,MRGV,TX,4/15/24,CACFP Supper,Supper,13,0,2,15,Individual
IDEA Elsa,Academy,MRGV,TX,4/15/24,Lunch,AC Lunch,644,0,0,644,Bulk
IDEA Elsa,Academy,MRGV,TX,4/16/24,Breakfast,AC Breakfast,457,0,0,457,Bulk
IDEA Elsa,Academy,MRGV,TX,4/16/24,CACFP Supper,AC Supper,257,0,0,257,Bulk
IDEA Elsa,Academy,MRGV,TX,4/16/24,CACFP Supper,Supper,10,0,6,16,Individual
IDEA Elsa,Academy,MRGV,TX,4/16/24,Lunch,AC Lunch,674,0,0,674,Bulk
IDEA Elsa,Academy,MRGV,TX,4/17/24,Breakfast,AC Breakfast,468,0,0,468,Bulk
IDEA Elsa,Academy,MRGV,TX,4/17/24,CACFP Supper,AC Supper,373,0,0,373,Bulk
IDEA Elsa,Academy,MRGV,TX,4/17/24,CACFP Supper,Supper,9,0,6,15,Individual
IDEA Elsa,Academy,MRGV,TX,4/17/24,Lunch,AC Lunch,637,0,0,637,Bulk
IDEA Elsa,Academy,MRGV,TX,4/18/24,Breakfast,AC Breakfast,451,0,0,451,Bulk
IDEA Elsa,Academy,MRGV,TX,4/18/24,CACFP Supper,AC Supper,410,0,0,410,Bulk
IDEA Elsa,Academy,MRGV,TX,4/18/24,CACFP Supper,Supper,20,0,7,27,Individual
IDEA Elsa,Academy,MRGV,TX,4/18/24,Lunch,AC Lunch,652,0,0,652,Bulk
IDEA Elsa,Academy,MRGV,TX,4/19/24,Breakfast,AC Breakfast,434,0,0,434,Bulk
IDEA Elsa,Academy,MRGV,TX,4/19/24,CACFP Supper,AC Supper,329,0,0,329,Bulk
IDEA Elsa,Academy,MRGV,TX,4/19/24,CACFP Supper,Supper,12,0,3,15,Individual
IDEA Elsa,Academy,MRGV,TX,4/19/24,Lunch,AC Lunch,637,0,0,637,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/15/24,Breakfast,CP Breakfast,442,0,0,442,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/15/24,CACFP Supper,CP Supper,3,0,0,3,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/15/24,CACFP Supper,Supper,8,0,1,9,Individual
IDEA Elsa,College Preparatory,MRGV,TX,4/15/24,Lunch,CP Lunch,492,0,0,492,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/16/24,Breakfast,CP Breakfast,435,0,0,435,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/16/24,CACFP Supper,CP Supper,4,0,0,4,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/16/24,CACFP Supper,Supper,10,0,2,12,Individual
IDEA Elsa,College Preparatory,MRGV,TX,4/16/24,Lunch,CP Lunch,499,0,0,499,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/17/24,Breakfast,CP Breakfast,437,0,0,437,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/17/24,CACFP Supper,CP Supper,4,0,0,4,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/17/24,CACFP Supper,Supper,2,0,3,5,Individual
IDEA Elsa,College Preparatory,MRGV,TX,4/17/24,Lunch,CP Lunch,555,0,0,555,Bulk
IDEA Elsa,College Preparatory,MRGV,TX,4/18/24,Breakfast,CP Breakfast,418,0,0,418,Bulk
